店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
土大力烤肉名家(CBD店),2188194,韩式烤肉,土大力,364066,http://p1.meituan.net/poi/5acff4d45a5c36bd7fc80e649981eb1112374.png,5,54,19,郑东新区CBD,166,34.769198,113.721287,金水区商务内环路丹尼斯二天地3楼,3,"1358,1357,",,单人餐19元起，双人餐128元起，双人餐128元起，2-3人餐218元，3-4人餐358元;85代100元;,周一至周日 11:00-21:30,0371-86616318,51096,1987年创立于韩国仁川的土大力1995年正式登陆中国，在短暂的时间内，土大力以其独具特色的美味，迅速赢得了当地人的喜爱，并以“协同合作、互利互惠”的精神理念，在竞争激烈的餐饮业中脱颖而出，风靡韩国。通过健康营养的新鲜美味，轻松别致的就餐环境，成为当地连锁品牌中的佼佼者。在韩国已拥有2000多家连锁店，310家“KHAN”店铺。目前“土大力”已经向全球迈进，先后在中国、泰国、印尼、越南成立合资公司。 1995年，土大力进驻中国，成立中韩合资公司，总部坐落于海滨城市青岛，在青岛国家高新地区设立了占地为20059平方米，建筑面积5538平方米的数字现代化中央厨房。并在全国各地成立郑州营运中心、济南分公司、合肥分公司、南京分公司、京津合资公司、西安支社、石家庄分公司、广州支社、福州支社、苏州支社、山西支社等多家分公司和支社。如今土大力餐饮集团在全国已有近百家连锁店，我们愿意与全球各地的人分享来自土大力的美食成功。 每一位来到土大力的顾客，都会带给你宛如家人般的温暖。在您享受独特美味的同时，提供给您贴心的服务，为您营造快乐休闲的就餐环境。,,False,1,119,51096,True,False
豫碗香老烩面(东方国际店),6796823,烩面,豫碗香老烩面,1753841,,4.1,19,14.8,西亚斯大学,3249,34.392181,113.770733,新郑市永和街东方国际南门东50米,,,免费提供10个停车位,单人餐14.8元起，双人餐48元;45代50元;,周一至周日 09:00-14:30 17:00-22:30,0371-65351973,51068,,,False,1,18,51068,True,False
许三酱牛肉(交通路店),2183559,熟食,许三酱牛肉,1010543,http://p0.meituan.net/poi/c90535280d6c2f3bb12c44166cdcb77044598.png,4.6,20,18.8,鑫苑鑫都汇,167,34.733417,113.647214,二七区交通路40号（近永安街）,,,停车位收费标准：店前可短时停车,208元精品礼盒套餐;18.8代20元;,周一至周日 08:00-13:30 15:30-20:00,13598891435,50039,,,False,1,108,50039,True,False
土大力烤肉名家(金水印象汇店),1086673,韩式烤肉,土大力,364066,http://p1.meituan.net/poi/5acff4d45a5c36bd7fc80e649981eb1112374.png,4.8,56,19,东建材,166,34.748223,113.725004,金水区中州大道1188号（凯德广场2层）,2,,,单人餐19元，双人餐128元起，双人餐128元起，2-3人餐218元，3-4人餐358元;39代50元，85代100元;,周一至周日 11:00-22:30,0371-55689068,49933,1987年创立于韩国仁川的土大力1995年正式登陆中国，在短暂的时间内，土大力以其独具特色的美味，迅速赢得了当地人的喜爱，并以“协同合作、互利互惠”的精神理念，在竞争激烈的餐饮业中脱颖而出，风靡韩国。通过健康营养的新鲜美味，轻松别致的就餐环境，成为当地连锁品牌中的佼佼者。在韩国已拥有2000多家连锁店，310家“KHAN”店铺。目前“土大力”已经向全球迈进，先后在中国、泰国、印尼、越南成立合资公司。 1995年，土大力进驻中国，成立中韩合资公司，总部坐落于海滨城市青岛，在青岛国家高新地区设立了占地为20059平方米，建筑面积5538平方米的数字现代化中央厨房。并在全国各地成立郑州营运中心、济南分公司、合肥分公司、南京分公司、京津合资公司、西安支社、石家庄分公司、广州支社、福州支社、苏州支社、山西支社等多家分公司和支社。如今土大力餐饮集团在全国已有近百家连锁店，我们愿意与全球各地的人分享来自土大力的美食成功。 每一位来到土大力的顾客，都会带给你宛如家人般的温暖。在您享受独特美味的同时，提供给您贴心的服务，为您营造快乐休闲的就餐环境。,,False,1,113,49933,True,False
淘气饸饹面,4484647,面条,淘气饸饹面,1719615,,4.1,20,9.9,二七万达,167,34.717647,113.642036,二七区大学南路8号5号楼1-2层105号（近釜山第一烤场）,1,,,9.9元单人西红柿茄丁面，13.8元单人羊肉汤泡馍，13.9元浇汁饸饹面单人餐，13.9元浇汁饸饹面单人餐，30.8元双人餐，49元大盘鸡2-3人餐，96元大盘鸡4-5人餐;,周一至周日 11:00-21:30,13383858968,49672,饸饹面——一种面食，制作者用饸饹床子（做饸饹面的工具，有漏孔）把和好的荞麦面、高粱面（现多用小麦面）放在饸饹床子里，并坐在杠杆上直接把面挤轧成长条在锅里煮着吃，这种传统独特的饮食制作方式，不知从何时一直延续至今，成为我国北方地区独特的风味名吃,,False,1,102,49672,True,False
炉小哥烤肉(熙地港店),154100390,韩式烤肉,,0,,5,83,0,熙地港/王府井,166,34.784931,113.71666,金水区农业东路与众意西路熙地港4层015A,4,,,每满100减12（买单立享）;,周一至周日 11:00-14:00 17:00-22:00,0371-65932222,49645,,,False,0,0,49645,False,False
方燕烤猪蹄(曼哈顿店),5464230,猪脚,方燕烤猪蹄,1688264,http://p1.meituan.net/poi/7a13124be638e4eccc9a17a9fc7c5fcd8533.png,4.4,10,12.8,曼哈顿广场,166,34.760614,113.70908,金水区金水路曼哈顿广场奥斯卡电影院南20米老狼大盘鸡隔壁,,"1356,1357,",,每满10减1.4，每满12减1.1（买单立享）;12.8元1份猪蹄，25.2元2份猪蹄;17.9代20元;,周一至周日 10:00-23:00  非营业时段 2018-02-15至2018-02-16 全天,15093301112,49495,方燕烤猪蹄**秘制配方，精选48余种名贵中草药、**酱料调制而成。无需腌制，调味简单。 文火烤制，软滑糯嫩，肥而不腻、入口即化，唇齿留香，颇有“东陂肘”之神韵。 猛火烤制，皮酥肉嫩，筋肉弹牙，香透入骨，回味绵长，更胜“烤羊腿”之味美。,,False,1,63,49495,True,False
傣妹火锅(西大街店),1514436,云南火锅,傣妹火锅,24993,http://p0.meituan.net/poi/803681af16c4210dbe8d2f3bf24523a873529.png,5,44,82,火车站/二七广场,167,34.751258,113.667986,二七区二七广场西大街亚细亚旁森马4楼（近延陵路）,4,"1353,1354,",免费停车,双人餐82元，3-4人餐139元，5-7人餐186元，8-10人餐259.9元;91.9代100元;,周一至周日 10:00-24:00,0371-55988068,48998,傣妹火锅是一家具有傣族风情设计的傣妹火锅，以其独特的口味、优质的服务、低廉的价格和优雅的环境成为餐饮业中一道亮丽的风景线。目前已在全国各大城市成功发展直营连锁分店130余家。店内环境红红火火，红白相间的桌椅，时尚又不失简约。,,False,1,59,48998,False,False
胡闯渔粉(塔山路总店),85217909,小吃快餐,,0,,5,10,11.8,荥阳市人民医院,3253,34.78438,113.3932,荥阳市大海寺路与塔山路交叉口北50米路西,,,,11.8元胡闯招牌渔粉一份，11.8元胡闯青麻椒酸汤粉，12.8元胡闯麻辣渔粉一份，15.8元胡闯鲜虾渔粉一份，17.8元胡闯麻辣牛肉粉;,周一至周日 全天,18538278463,48954,,,False,1,270,48954,False,False
大卡司(西元店),4309068,奶茶/果汁,大卡司,382673,http://p0.meituan.net/poi/d4607590dea0adf7f781904837b5136632719.png,4.9,11,2.9,西元国际广场,165,34.757902,113.601108,中原区建设路与华山路交叉口大摩西元广场B401-1号,4,"1347,",,2.9元冰淇淋甜筒，6.8元圣代5选1，8.9元奶茶14选1，11.9元炒酸奶，19.9元双人饮品套餐;16.9代20元;,周一至周日 10:00-21:00,0371-86520169,48810,大卡司DAKASI1990年源起于台湾，1999年5月份登陆广州，在广州成立总部，主要经营台湾新鲜茶饮品，历经十多年的风雨彩虹，店铺网点已遍布整个中国及东南亚各国，拥有巨大的品牌影响力。大卡司以“顾客至上、服务**”为宗旨，秉承“务实、进步、创新”的经营理念，以达到顾客101%的满意服务、提高企业经济效益为目标，取得骄人的成绩，并赢得社会各界的赞誉，在茶饮品行业独树一帜。“大卡司”是一个外来音译词，通常我们称一部电影的制作班底为“卡司”，如果这个班底是由好莱坞的著名导演、国际影星、高科技人才组成，这个高端的制作班底便称为“大卡司”,,False,1,60,48810,True,False
胖墩儿@炒酸奶(王府井店),40564118,冰淇淋,,0,,5,15,16.9,锦艺城,165,34.76123,113.613209,中原区锦艺城一期商铺6-12（中国银行正对面）,,"4664,",,16.9元单人经典3选1，19.9元红龙果泥泥，22.9元炒酸奶，29元这个抹茶不太凉，29元牛油果抹茶泥泥;35代40元;,周一至周日 12:00-21:00  2019-02-01至2019-02-12 休息,18638509119/15036175832,48706,,,False,1,178,48706,True,False
盛合自助铁板烧(经三路店),80651521,综合自助,,0,,4.3,189,178,金水区省政府,166,34.766492,113.692849,金水区经三路与纬二路交叉口向南50米路东（盛合三楼）,,,,单人午餐178元，单人晚餐188元，单人晚餐258元，单人午餐258元;,周一至周日 10:30-14:00 17:30-21:30,0371-60992001,48671,,,False,0,158,48671,True,False
同昇祥(秦岭路店),3285936,烩面,同胜祥,316908,http://p1.meituan.net/poi/c87e1c2c1416cb807046ca7907bbd66295960.png,5,29,12.9,华强城市广场,165,34.78026,113.60138,中原区秦岭路与农业路交叉口北200米路西,,,免费提供10个停车位,12.9元烩面/泡馍单人餐，36.8元烩面/泡馍双人餐，798元8-10人A套餐，898元8-10人B套餐，999元8-10人C套餐;26代30元;,春季、夏季 周一至周日 10:00-14:00 17:30-21:30  秋季、冬季 周一至周日 10:00-14:00 17:00-21:30 2019-02-01至2019-02-12 休息,0371-66225222,48166,同胜祥，西安民间有这样几句流传已久的话：“提起长安城，常忆羊羹名，羊羹美味尝，唯属同胜祥”。有这样的名气，应该不是一天两天吹出来的，八十年历史的同胜祥，素以料重味醇，肉烂汤浓，馍筋光滑，香气四溢，清香爽口而饮誉天下。,,False,1,0,48166,True,False
大脸师傅鸡排(锦艺城店),42492228,小吃快餐,,0,,4.8,12,10.9,锦艺城,165,34.764534,113.611352,中原区桐柏路与棉纺路交叉口锦艺国际华都南门西商铺号6-02,,,,10.9元香肠单人餐，18元芝士爆浆鸡卷;,周一至周日 全天,0371-56773795,47961,,,False,1,2,47961,True,False
喜虾客(公园茂店),162793205,虾蟹火锅,,0,,5,41,59.9,高新区,7397,34.820694,113.557119,高新区雪松路与迎春街交叉口公园茂儿童茂（2号馆）四楼,4,,,双人餐59.9元起，3-4人餐126元，6人餐148元，8人餐168元;88代100元;,周一至周日 11:00-21:30,0371-55007728,47885,,,False,1,475,47885,False,False
土大力烤肉名家(花园路店),2182692,韩式烤肉,土大力,364066,http://p1.meituan.net/poi/5acff4d45a5c36bd7fc80e649981eb1112374.png,5,52,19,国贸360,166,34.78683,113.68221,金水区花园路与农业路交叉口丹尼斯13楼,13,"4527,",,单人餐19元起，双人餐128元起，双人餐128元起，2-3人餐218元，3-4人餐358元;85代100元;,周一至周日 11:00-24:00,0371-55916670,47712,1987年创立于韩国仁川的土大力1995年正式登陆中国，在短暂的时间内，土大力以其独具特色的美味，迅速赢得了当地人的喜爱，并以“协同合作、互利互惠”的精神理念，在竞争激烈的餐饮业中脱颖而出，风靡韩国。通过健康营养的新鲜美味，轻松别致的就餐环境，成为当地连锁品牌中的佼佼者。在韩国已拥有2000多家连锁店，310家“KHAN”店铺。目前“土大力”已经向全球迈进，先后在中国、泰国、印尼、越南成立合资公司。 1995年，土大力进驻中国，成立中韩合资公司，总部坐落于海滨城市青岛，在青岛国家高新地区设立了占地为20059平方米，建筑面积5538平方米的数字现代化中央厨房。并在全国各地成立郑州营运中心、济南分公司、合肥分公司、南京分公司、京津合资公司、西安支社、石家庄分公司、广州支社、福州支社、苏州支社、山西支社等多家分公司和支社。如今土大力餐饮集团在全国已有近百家连锁店，我们愿意与全球各地的人分享来自土大力的美食成功。 每一位来到土大力的顾客，都会带给你宛如家人般的温暖。在您享受独特美味的同时，提供给您贴心的服务，为您营造快乐休闲的就餐环境。,,False,1,174,47712,True,False
韩丽轩自助烤肉(巩义店),4062543,烧烤,韩丽轩,25798,http://p1.meituan.net/poi/a364b623eeb07055b6e241a3d3b1b4e2134604.png,4,46,1,星月时代广场,3252,34.755947,112.98682,巩义市新兴路与建设路交叉口往西100米路北（金信广场淘宝城4号楼3层）,,,,单人午/晚餐1元，单人午餐46.9元，单人午餐48.9元，单人午餐53.9元，单人午/晚餐55.9元;,周一至周日 11:00-14:30 17:30-22:30,0371-64564999,47708,,,False,0,126,47708,True,False
潮掌门鸭爪爪特色Hi锅(百年德化店),158671373,特色火锅,,0,,4.5,40,49.9,火车站/二七广场,167,34.750434,113.665281,二七区百年德化风情购物公园A区2楼,2,"1353,1352,",,每满100减11（买单立享）;双人餐49.9元起，3-4人餐158元，4-6人餐178元，4-6人餐188元;69代100元，89代100元;,周五至周日 10:00-23:00  周一至周四 10:00-22:30  2019-02-03 10:00-17:00 2019-02-04至2019-02-08 休息,0371-53399669,47744,,,False,1,540,47744,False,False
北京大鸭梨烤鸭店(东风路店),1423024,烤鸭,大鸭梨,24976,http://p1.meituan.net/poi/a45acee85a01c13509676b448324d2f86549.png,4.2,58,88,农科路酒吧街,166,34.795176,113.69068,金水区东风路与经三路交叉口向西150米路南（金城国际6号楼）,,"4516,",,满100减12（买单立享）;双人餐128元，3-4人餐238元，3-4人餐238元，4-6人餐298元，8-10人餐698元，8-10人餐698元，8-10人餐698元，10人餐798元;88代100元;,周一至周日 10:30-22:00,0371-86186777/86185777/400-732-8080,47422,大鸭梨烤鸭店，老远就看见了就会让人想象到那张憨态可掬的笑脸，夸张的卡通造型像鸭又像梨，透着一份亲切。大鸭梨的陈设典雅大方，色调明快柔和，更显独特韵味。大鸭梨的饭菜好吃不贵。不论档次高低，每一道菜都被烹制得有形有色更有味，虽是家常，却不寻常低廉的价位更是难得，许多人干脆将这里当作自家饭厅，优质烤鸭：色泽红艳，肉质细嫩，味道醇厚，肥而不腻的特色，色泽略黄，柔软淡香，夹卷其他荤素食物用，为宴席常用面点，更是家常风味小吃,,False,1,67,47422,True,False
金钱麻辣爆肚(福都店),62437411,小吃快餐,,0,,5,10,7.3,福都生活广场,168,34.71855,113.699059,管城回族区航海东路芦邢庄花苑门面房14号（北门向西50米路南）,,,停车位收费标准：路边,7.3元单人餐[复制]，8元超值单人餐，10元单人餐，11.9元单人餐，12.9元秘制花甲，17.9元秘制花甲1份，23.8元超值单人餐;23.8代28元;,周一至周日 10:00-22:00,15713889834,47129,,,False,1,197,47129,True,False
韩风源自助烤肉(祭城店),160001597,烤肉自助,韩风源烧烤涮自助餐厅,1146928,http://p1.meituan.net/poi/d563c2fb0ed75275713142adac9ff85215711.png,5,52,1,祭城/大旺城,166,34.77969,113.76942,金水区心怡路畅和街交叉口向西100米大旺城4楼,4,,,单人午/晚餐1元，单人午餐49.9元，单人午餐53.9元，单人晚餐56.9元;39.9代59元;,周一至周日 11:30-14:30 18:00-21:30  2019-02-04至2019-02-09 休息,0371-63223918,47013,,,False,0,484,47013,True,False
河南食府,886314,豫菜,河南食府,709543,http://p1.meituan.net/poi/9091c2875e53fe41fb31414598924bf219133.png,4.7,44,7.9,大上海城,168,34.755974,113.671005,管城回族区人民路与东太康路交叉口（向北50米路西）,,"1354,1353,",免费提供20个停车位,单人餐7.9元，双人餐39元起，双人餐39元起，3-4人餐106元，4-5人餐230元，6-8人餐388元，6-8人餐388元，10人餐658元，10-12人餐717元;,周一至周日 10:00-14:00 17:00-21:30,0371-66222108,46786,河南食府作为河南省豫菜基地，它把地处中原的河南民俗、风土、人情、文化巧妙地融为一体。有以“豫兴楼”为代表的中原地域文化包房，有以“名人苑”为代表的河南传世名人雅居，还有具有浓郁地方特色的宴会大厅，汇集传统精品豫菜，创新豫圣肴馔，洛阳水席及风味小吃之大成。河南食府秉承“传统创新，诚于品质”的经营理念，赢得了社会各界中外宾客的广泛赞誉，集河南名店与中华餐饮名店于一身，真诚好客的食府人恭候您的光临。,,False,1,102,46786,True,False
